###RAM_STEEL
spinnerSaw|0.000,0.700,0.680|0|0.00,0.00,1.00|Steel
###WEDGE_TI
core|0.000,0.700,0.000|0|0.00,0.00,0.00|Titanium
chassis|0.000,0.700,0.400|0|0.00,0.00,0.00|Titanium
chassis|0.000,0.700,-0.400|0|0.00,0.00,0.00|Titanium
wheel|0.270,0.700,0.400|0|1.00,0.00,0.00|Rubber
wheel|-0.270,0.700,0.400|0|-1.00,0.00,0.00|Rubber
wheel|0.270,0.700,-0.400|0|1.00,0.00,0.00|Rubber
wheel|-0.270,0.700,-0.400|0|-1.00,0.00,0.00|Rubber
battery|0.000,0.975,0.000|0|0.00,0.00,0.00|Titanium
engine|0.000,0.975,0.400|0|0.00,0.00,0.00|Titanium
plate|0.000,0.880,-0.400|0|0.00,0.00,0.00|Titanium
###SPIN_ALU_2B
core|0.000,0.700,0.000|0|0.00,0.00,0.00|Steel
chassis|0.000,0.700,0.400|0|0.00,0.00,0.00|Steel
chassis|0.000,0.700,-0.400|0|0.00,0.00,0.00|Steel
wheel|0.270,0.700,0.400|0|1.00,0.00,0.00|Rubber
wheel|-0.270,0.700,0.400|0|-1.00,0.00,0.00|Rubber
wheel|0.270,0.700,-0.400|0|1.00,0.00,0.00|Rubber
wheel|-0.270,0.700,-0.400|0|-1.00,0.00,0.00|Rubber
battery|0.000,0.975,0.000|0|0.00,0.00,0.00|Steel
engine|0.000,0.975,0.400|0|0.00,0.00,0.00|Steel
spinner|0.000,0.700,0.700|0|0.00,0.00,1.00|Aluminum
battery|0.000,0.975,-0.400|0|0.00,0.00,0.00|Steel
###USER
core|0.000,0.700,0.000|0|0.00,0.00,0.00|Aluminum
beam|-0.250,0.700,0.150|0|0.00,0.00,0.00|Aluminum
beam|0.250,0.700,0.150|0|0.00,0.00,0.00|Aluminum
beam|0.000,0.700,-0.250|90|0.00,0.00,0.00|Aluminum
beam|-0.450,0.700,-0.150|270|0.00,0.00,0.00|Aluminum
beam|0.450,0.700,-0.150|270|0.00,0.00,0.00|Aluminum
beam|0.000,0.700,0.450|0|0.00,0.00,0.00|Aluminum
spinner|0.000,0.700,0.800|0|0.00,0.00,1.00|Steel
wheel|0.620,0.700,0.000|90|1.00,0.00,0.00|Rubber
wheel|-0.620,0.700,0.000|90|-1.00,0.00,0.00|Rubber
battery|0.000,0.975,0.000|0|0.00,0.00,0.00|Aluminum
