# BATCH B ts1 jobs=35
SAW_CF@kw1.0,charge,widowmaker,Champion,PlayerWin,40.2,643,244,9/10,0.99,0.90,244,643,8/11,0.70,0.73,0.0,0.0,0.0,0.68,95,0.0,0.67,105,488,587,1244,1301,6.60,0.87,"Enemy counted out — flipped onto its back — its gyro had already been sheared off, leaving only the slow emergency struts"
WEDGE_TI@kw1.0,charge,mauler,Veteran,PlayerLoss,50.8,190,50,9/10,0.97,0.90,50,190,10/11,0.76,0.91,13.3,17.1,0.0,0.00,105,0.0,0.68,96,1005,694,1748,864,-1.00,0.81,"Counted out — out of power — 240 kJ of its 300 kJ pack was torn off the chassis, and what was left ran dry after 41 s"
WEDGE_TI@kw1.0,charge,bulwark,Champion,PlayerWin,64.2,291,244,10/10,0.86,1.00,244,291,10/13,0.90,0.77,0.0,0.0,0.0,0.33,201,15.2,0.00,286,1005,1889,1748,1491,-1.00,0.89,"Enemy counted out — out of power — 240 kJ of its 300 kJ pack was torn off the chassis, and what was left ran dry after 54 s"
WEDGE_TI@kw1.0,charge,scout,Rookie,PlayerWin,66.7,64,68,9/10,0.98,0.90,68,64,9/11,0.87,0.82,0.0,0.0,0.0,0.39,194,0.0,0.76,71,1005,406,1748,652,-1.00,0.83,"Enemy counted out — flipped onto its back — its gyro had already been sheared off, leaving only the slow emergency struts"
WEDGE_TI@kw1.0,charge,widowmaker,Champion,PlayerLoss,90.0,161,725,10/10,0.59,1.00,725,161,11/11,0.88,1.00,1.7,17.1,0.0,0.00,300,0.0,0.20,240,1005,587,1748,1301,-1.00,0.97,"Judges' decision — damage 161 vs 725 (77.9% margin) · pieces 10/10 vs 11/11 — decided on damage"
SPIN_ALU_2B@kw1.0,charge,mauler,Veteran,PlayerWin,90.1,388,63,9/11,0.95,0.82,63,388,6/11,0.65,0.55,16.8,26.7,0.0,0.00,391,0.0,0.67,129,1617,694,1272,864,0.90,0.97,"Judges' decision — damage 388 vs 63 (83.8% margin) · pieces 9/11 vs 6/11 — decided on damage"
SPIN_ALU_2B@kw1.0,charge,bulwark,Champion,PlayerWin,52.2,450,88,9/11,0.95,0.82,88,450,10/13,0.73,0.77,0.0,0.0,0.0,0.39,245,21.2,0.00,167,1617,1889,1272,1491,0.90,0.83,"Enemy counted out — out of power — 240 kJ of its 300 kJ pack was torn off the chassis, and what was left ran dry after 42 s"
SPIN_ALU_2B@kw1.0,charge,scout,Rookie,PlayerWin,60.1,140,31,9/11,0.98,0.82,31,140,9/11,0.72,0.82,0.0,0.0,0.0,0.33,236,0.0,0.78,65,1617,406,1272,652,0.90,0.70,"Enemy counted out — beached — 0 of 4 wheels touching the ground, so the drive had nothing to push on"
SPIN_ALU_2B@kw1.0,charge,widowmaker,Champion,PlayerLoss,90.0,488,1430,1/11,1.00,0.09,1430,488,10/11,0.61,0.91,8.4,8.4,0.0,0.00,366,8.3,0.00,300,1617,587,1272,1301,0.80,0.85,"Judges' decision — damage 488 vs 1430 (65.9% margin) · pieces 1/11 vs 10/11 — decided on damage"
SPIN_ALU@kw1.0,charge,mauler,Rookie,PlayerLoss,38.3,297,101,8/10,0.91,0.80,101,297,10/11,0.62,0.91,16.1,18.3,0.0,0.00,105,0.0,0.78,67,1575,694,1216,864,0.90,0.83,"Counted out — out of power — 240 kJ of its 300 kJ pack was torn off the chassis, and what was left ran dry after 28 s"
SPIN_ALU@kw1.0,charge,widowmaker,Rookie,PlayerLoss,12.6,260,571,0/10,0.00,0.00,571,260,10/11,0.79,0.91,0.0,0.0,0.0,0.78,69,0.0,0.84,49,1575,587,1216,1301,0.90,0.91,"KO — your core was destroyed"
SPIN_ALU@kw1.0,charge,mauler,Veteran,PlayerLoss,69.7,277,205,8/10,0.82,0.80,205,277,10/11,0.73,0.91,15.9,18.4,0.0,0.00,257,0.0,0.55,135,1575,694,1216,864,0.90,0.83,"Counted out — out of power — 240 kJ of its 300 kJ pack was torn off the chassis, and what was left ran dry after 60 s"
SPIN_ALU@kw1.0,charge,widowmaker,Veteran,PlayerLoss,26.4,170,819,0/10,0.00,0.00,819,170,11/11,0.87,1.00,3.0,5.5,0.0,0.00,113,0.0,0.67,100,1575,587,1216,1301,0.90,0.83,"KO — your core was destroyed"
SPIN_ALU@kw1.0,charge,mauler,Champion,PlayerLoss,90.1,199,240,9/10,0.80,0.90,240,199,10/11,0.74,0.91,20.7,33.3,0.0,0.00,300,0.0,0.42,173,1575,694,1216,864,0.90,0.77,"Judges' decision — damage 199 vs 240 (17.2% margin) · pieces 9/10 vs 10/11 — decided on damage"
SPIN_ALU@kw1.0,charge,widowmaker,Champion,PlayerLoss,21.0,117,228,9/10,0.81,0.90,228,117,10/11,0.91,0.91,0.0,0.0,0.0,0.62,113,0.0,0.73,81,1575,587,1216,1301,0.90,0.94,"Counted out — flipped onto its back — the emergency struts could not roll a hull this shape back over; a gyro rights you in under a second"
SPIN_TUNG@kw1.0,afk,mauler,Veteran,PlayerWin,90.1,234,0,10/10,1.00,1.00,0,234,6/11,1.00,0.55,0.0,0.0,0.0,0.67,98,0.0,0.80,102,1671,694,1258,864,7.40,0.00,"Judges' decision — damage 234 vs 0 (100.0% margin) · pieces 10/10 vs 6/11 — decided on damage"
SPIN_TUNG@kw1.0,afk,widowmaker,Champion,PlayerLoss,90.1,234,615,9/10,0.60,0.90,615,234,9/11,1.00,0.82,0.0,0.0,0.0,0.71,86,0.0,0.17,248,1671,587,1258,1301,7.40,0.00,"Judges' decision — damage 234 vs 615 (62.0% margin) · pieces 9/10 vs 9/11 — decided on damage"
SPIN_ALU_2B@kw1.0,afk,mauler,Veteran,PlayerWin,69.0,368,102,10/11,0.93,0.91,102,368,1/11,0.56,0.09,0.0,0.0,0.0,0.97,16,14.4,0.00,96,1617,694,1272,864,0.90,0.00,"Enemy counted out — every one of its 4 wheels had been torn off — nothing left to drive with"
SPIN_ALU_2B@kw1.0,afk,widowmaker,Champion,PlayerLoss,58.2,183,1446,0/11,0.00,0.00,1446,183,11/11,0.86,1.00,0.0,0.0,0.0,0.99,6,0.0,0.33,201,1617,587,1272,1301,0.80,0.00,"KO — your core was destroyed"
SPIN_TUNG@kw2.4,charge,mauler,Veteran,PlayerWin,11.0,459,105,10/10,0.92,1.00,105,459,0/11,0.00,0.00,0.0,0.0,0.0,0.70,89,0.0,0.93,22,1671,694,1258,864,3.20,0.87,"KO — enemy core destroyed"
SPIN_TUNG@kw2.4,charge,bulwark,Champion,PlayerWin,41.8,1334,80,10/10,0.94,1.00,80,1334,5/13,0.68,0.38,1.4,9.5,0.0,0.00,300,25.0,0.00,91,1671,1889,1258,1491,4.30,0.87,"Enemy counted out — out of power — 300 kJ of its 300 kJ pack was torn off the chassis, and what was left ran dry after 32 s"
SPIN_TUNG@kw2.4,charge,widowmaker,Champion,PlayerWin,35.9,1029,7,10/10,0.99,1.00,7,1029,6/11,0.66,0.55,0.0,4.6,0.0,0.10,270,24.3,0.00,49,1671,587,1258,1301,3.50,0.83,"Enemy counted out — out of power — 300 kJ of its 300 kJ pack was torn off the chassis, and what was left ran dry after 26 s"
SPIN_TUNG@kw1.0,charge,tipper,Rookie,PlayerWin,51.5,187,129,9/10,0.89,0.90,129,187,8/12,0.78,0.67,24.4,27.0,0.0,0.00,168,12.5,0.00,76,1671,775,1258,969,8.20,0.72,"Enemy counted out — out of power — 240 kJ of its 300 kJ pack was torn off the chassis, and what was left ran dry after 42 s"
WEDGE_TI@kw1.0,charge,tipper,Rookie,PlayerWin,48.9,281,328,10/10,0.81,1.00,328,281,9/12,0.64,0.75,0.0,0.0,0.0,0.49,152,15.1,0.00,79,1005,775,1748,969,-1.00,0.89,"Enemy counted out — out of power — 240 kJ of its 300 kJ pack was torn off the chassis, and what was left ran dry after 39 s"
#DONE 35 in 1848s
