label,opp,tier,policy,run,outcome,elapsed,pDealt,eDealt,pParts,pStart,eParts,eStart,pMass,eMass,pMaxHp,eMaxHp,pCap0,pE30,pEnd,pFlatS,pStrainS,pCapEnd,eCap0,eE30,eEnd,eFlatS,eStrainS,eCapEnd,worstP,worstE,ts,cause
P_ABS,mauler,Rookie,charge,4,PlayerLoss,33.3,122.6,131.8,9,11,10,11,451.6,694.1,643.6,864.1,300.0,260.9,257.1,0.0,0.0,300.0,300.0,246.2,241.0,0.0,0.0,300.0,1,1,3.0,"Counted out — beached — 0 of 4 wheels touching the ground; so the drive had nothing to push on"
P_ABS,mauler,Veteran,charge,0,PlayerLoss,90.0,193.7,240.3,9,11,10,11,451.6,694.1,643.6,864.1,300.0,258.0,178.7,0.0,0.0,300.0,300.0,241.3,126.2,0.0,0.0,300.0,1,1,3.0,"Judges' decision — damage 194 vs 240 (19.4% margin) · pieces 9/11 vs 10/11 — decided on damage"
P_ABS,mauler,Veteran,charge,1,PlayerLoss,42.6,160.2,142.0,9,11,10,11,451.6,694.1,643.6,864.1,300.0,259.1,243.8,0.0,0.0,300.0,300.0,239.1,213.1,0.0,0.0,300.0,1,1,3.0,"Counted out — flipped onto its back — its gyro had already been sheared off; leaving only the slow emergency struts"
P_ABS,mauler,Veteran,charge,2,PlayerLoss,90.0,160.6,169.2,9,11,10,11,451.6,694.1,643.6,864.1,300.0,258.1,183.4,0.0,0.0,300.0,300.0,237.7,122.6,0.0,0.0,300.0,1,1,3.0,"Judges' decision — damage 161 vs 169 (5.1% margin) · pieces 9/11 vs 10/11 — damage inside the draw band; decided on structure retained"
P_ABS,mauler,Veteran,charge,3,PlayerLoss,90.0,205.1,291.7,5,11,10,11,451.6,694.1,643.6,864.1,300.0,258.0,199.9,0.0,0.0,240.0,300.0,241.6,121.7,0.0,0.0,300.0,2,1,3.0,"Judges' decision — damage 205 vs 292 (29.7% margin) · pieces 5/11 vs 10/11 — decided on damage"
P_ABS,mauler,Veteran,charge,4,PlayerLoss,90.0,238.9,286.1,5,11,10,11,451.6,694.1,643.6,864.1,300.0,259.0,210.9,0.0,0.0,240.0,300.0,236.6,113.5,0.0,0.0,300.0,1,1,3.0,"Judges' decision — damage 239 vs 286 (16.5% margin) · pieces 5/11 vs 10/11 — decided on damage"
P_ABS,mauler,Champion,charge,0,PlayerWin,90.3,133.5,84.3,9,11,10,11,451.6,694.1,643.6,864.1,300.0,257.7,180.6,0.0,0.0,300.0,300.0,242.1,131.8,0.0,0.0,300.0,1,1,3.0,"Judges' decision — damage 134 vs 84 (36.8% margin) · pieces 9/11 vs 10/11 — decided on damage"
P_ABS,mauler,Champion,charge,1,PlayerLoss,90.0,121.7,124.8,9,11,10,11,451.6,694.1,643.6,864.1,300.0,260.2,185.5,0.0,0.0,300.0,300.0,241.9,126.3,0.0,0.0,300.0,1,1,3.0,"Judges' decision — damage 122 vs 125 (2.5% margin) · pieces 9/11 vs 10/11 — damage inside the draw band; decided on structure retained"
P_ABS,mauler,Champion,charge,2,PlayerLoss,27.9,0.0,0.0,9,11,10,11,451.6,694.1,643.6,864.1,300.0,-1.0,263.3,0.0,0.0,300.0,300.0,-1.0,249.0,0.0,0.0,300.0,1,1,3.0,"Counted out — flipped onto its back — its gyro had already been sheared off; leaving only the slow emergency struts"
P_ABS,mauler,Champion,charge,3,PlayerLoss,90.3,192.7,229.2,9,11,10,11,451.6,694.1,643.6,864.1,300.0,260.6,185.2,0.0,0.0,300.0,300.0,243.1,124.9,0.0,0.0,300.0,1,1,3.0,"Judges' decision — damage 193 vs 229 (15.9% margin) · pieces 9/11 vs 10/11 — decided on damage"
P_ABS,mauler,Champion,charge,4,PlayerLoss,90.0,143.2,189.5,9,11,10,11,451.6,694.1,643.6,864.1,300.0,260.0,185.0,0.0,0.0,300.0,300.0,242.9,129.7,0.0,0.0,300.0,1,1,3.0,"Judges' decision — damage 143 vs 189 (24.4% margin) · pieces 9/11 vs 10/11 — decided on damage"
P_TUNGSPIN,mauler,Rookie,charge,0,PlayerWin,90.0,438.4,338.2,8,12,10,11,1750.7,694.1,1363.7,864.1,540.0,339.9,2.3,0.0,0.0,60.0,300.0,249.4,151.5,0.0,0.0,300.0,1,1,3.0,"Judges' decision — damage 438 vs 338 (22.8% margin) · pieces 8/12 vs 10/11 — decided on damage"
P_TUNGSPIN,mauler,Rookie,charge,1,PlayerLoss,83.4,583.5,128.6,12,12,6,11,1750.7,694.1,1363.7,864.1,540.0,289.3,0.0,11.8,0.0,540.0,300.0,234.3,183.2,0.0,0.0,240.0,0,1,3.0,"Counted out — out of power — all 540 kJ spent in 74 s; carry more battery; or spend less on driving and spinning"
P_TUNGSPIN,mauler,Rookie,charge,2,PlayerWin,90.3,371.3,317.8,11,12,10,11,1750.7,694.1,1363.7,864.1,540.0,308.4,0.0,15.9,0.0,540.0,300.0,247.7,151.5,0.0,0.0,300.0,1,1,3.0,"Judges' decision — damage 371 vs 318 (14.4% margin) · pieces 11/12 vs 10/11 — decided on damage"
P_TUNGSPIN,mauler,Rookie,charge,3,PlayerWin,90.0,357.9,284.8,10,12,10,11,1750.7,694.1,1363.7,864.1,540.0,309.0,0.0,14.4,0.0,300.0,300.0,248.0,152.1,0.0,0.0,300.0,1,1,3.0,"Judges' decision — damage 358 vs 285 (20.4% margin) · pieces 10/12 vs 10/11 — decided on damage"
P_TUNGSPIN,mauler,Rookie,charge,4,PlayerWin,52.5,777.2,278.0,11,12,0,11,1750.7,694.1,1363.7,864.1,540.0,214.8,53.5,0.0,0.0,300.0,300.0,246.7,0.0,0.0,0.0,0.0,1,5,3.0,"KO — enemy core destroyed"
P_TUNGSPIN,mauler,Veteran,charge,0,PlayerWin,90.3,299.4,209.5,10,12,10,11,1750.7,694.1,1363.7,864.1,540.0,311.8,0.0,14.4,0.0,300.0,300.0,240.3,127.2,0.0,0.0,300.0,1,1,3.0,"Judges' decision — damage 299 vs 210 (30.0% margin) · pieces 10/12 vs 10/11 — decided on damage"
P_TUNGSPIN,mauler,Veteran,charge,1,PlayerWin,90.3,370.1,245.6,11,12,6,11,1750.7,694.1,1363.7,864.1,540.0,309.8,0.0,14.5,0.0,540.0,300.0,239.6,128.7,0.0,0.0,240.0,1,1,3.0,"Judges' decision — damage 370 vs 246 (33.6% margin) · pieces 11/12 vs 6/11 — decided on damage"
P_TUNGSPIN,mauler,Veteran,charge,2,PlayerLoss,69.9,306.0,153.2,9,12,6,11,1750.7,694.1,1363.7,864.1,540.0,192.4,0.0,11.8,0.0,60.0,300.0,242.0,181.2,0.0,0.0,240.0,1,1,3.0,"Counted out — out of power — 480 kJ of its 540 kJ pack was torn off the chassis; and what was left ran dry after 60 s"
P_TUNGSPIN,mauler,Veteran,charge,3,PlayerWin,57.9,578.6,57.1,12,12,2,11,1750.7,694.1,1363.7,864.1,540.0,309.7,91.7,0.0,0.0,540.0,300.0,244.9,0.0,12.9,0.0,0.0,0,2,3.0,"Enemy counted out — every one of its 4 wheels had been torn off — nothing left to drive with"
P_TUNGSPIN,mauler,Veteran,charge,4,PlayerLoss,87.9,192.4,172.0,11,12,10,11,1750.7,694.1,1363.7,864.1,540.0,313.6,0.0,11.9,0.0,540.0,300.0,238.4,135.1,0.0,0.0,300.0,1,1,3.0,"Counted out — out of power — all 540 kJ spent in 78 s; carry more battery; or spend less on driving and spinning"
P_TUNGSPIN,mauler,Champion,charge,0,PlayerLoss,86.4,437.3,257.3,11,12,7,11,1750.7,694.1,1363.7,864.1,540.0,310.9,0.0,11.8,0.0,540.0,300.0,241.1,152.8,0.0,0.0,300.0,1,1,3.0,"Counted out — out of power — all 540 kJ spent in 77 s; carry more battery; or spend less on driving and spinning"
P_TUNGSPIN,mauler,Champion,charge,1,PlayerWin,90.0,356.4,385.9,9,12,6,11,1750.7,694.1,1363.7,864.1,540.0,287.8,0.0,17.0,0.0,60.0,300.0,240.6,127.3,0.0,0.0,240.0,1,1,3.0,"Judges' decision — damage 356 vs 386 (7.6% margin) · pieces 9/12 vs 6/11 — damage inside the draw band; decided on structure retained"
P_TUNGSPIN,mauler,Champion,charge,2,PlayerLoss,90.3,245.4,271.0,11,12,10,11,1750.7,694.1,1363.7,864.1,540.0,311.2,0.0,14.5,0.0,540.0,300.0,242.2,127.7,0.0,0.0,300.0,1,1,3.0,"Counted out — out of power — all 540 kJ spent in 80 s; carry more battery; or spend less on driving and spinning"
P_TUNGSPIN,mauler,Champion,charge,3,PlayerLoss,86.1,550.1,256.1,11,12,6,11,1750.7,694.1,1363.7,864.1,540.0,299.5,0.0,11.9,0.0,540.0,300.0,230.8,179.9,0.0,0.0,240.0,1,2,3.0,"Counted out — out of power — all 540 kJ spent in 76 s; carry more battery; or spend less on driving and spinning"
P_TUNGSPIN,mauler,Champion,charge,4,PlayerWin,60.3,566.4,180.2,10,12,0,11,1750.7,694.1,1363.7,864.1,540.0,313.6,109.4,0.0,0.0,300.0,300.0,242.1,0.0,0.0,0.0,0.0,1,5,3.0,"KO — enemy core destroyed"
P_ABS,mauler,Veteran,afk,0,PlayerLoss,90.0,135.3,176.9,10,11,10,11,451.6,694.1,643.6,864.1,300.0,300.0,300.0,0.0,0.0,300.0,300.0,245.9,124.1,0.0,0.0,300.0,1,1,3.0,"Judges' decision — damage 135 vs 177 (23.5% margin) · pieces 10/11 vs 10/11 — decided on damage"
P_ABS,mauler,Veteran,afk,1,PlayerLoss,90.3,121.3,158.0,10,11,10,11,451.6,694.1,643.6,864.1,300.0,300.0,300.0,0.0,0.0,300.0,300.0,243.7,129.9,0.0,0.0,300.0,1,1,3.0,"Judges' decision — damage 121 vs 158 (23.2% margin) · pieces 10/11 vs 10/11 — decided on damage"
P_ABS,mauler,Veteran,afk,2,Draw,90.3,138.8,130.7,10,11,10,11,451.6,694.1,643.6,864.1,300.0,300.0,300.0,0.0,0.0,300.0,300.0,242.3,129.6,0.0,0.0,300.0,1,1,3.0,"Judges' decision — damage 139 vs 131 (5.8% margin) · pieces 10/11 vs 10/11 — too close to call; scored a draw"
P_ABS,mauler,Veteran,afk,3,PlayerLoss,90.3,171.3,209.7,7,11,10,11,451.6,694.1,643.6,864.1,300.0,300.0,300.0,0.0,0.0,300.0,300.0,240.3,129.0,0.0,0.0,300.0,1,1,3.0,"Judges' decision — damage 171 vs 210 (18.3% margin) · pieces 7/11 vs 10/11 — decided on damage"
P_ABS,mauler,Veteran,afk,4,PlayerLoss,90.0,267.8,298.2,6,11,10,11,451.6,694.1,643.6,864.1,300.0,300.0,300.0,0.0,0.0,300.0,300.0,244.1,123.8,0.0,0.0,300.0,1,1,3.0,"Judges' decision — damage 268 vs 298 (10.2% margin) · pieces 6/11 vs 10/11 — decided on damage"
P_E1,mauler,Veteran,afk,0,PlayerWin,90.3,303.1,309.9,10,11,6,11,1654.0,694.1,1311.4,864.1,300.0,300.0,300.0,0.0,0.0,300.0,300.0,243.4,135.9,0.0,0.0,240.0,1,1,3.0,"Judges' decision — damage 303 vs 310 (2.2% margin) · pieces 10/11 vs 6/11 — damage inside the draw band; decided on structure retained"
P_E1,mauler,Veteran,afk,1,PlayerLoss,90.3,346.3,408.7,10,11,10,11,1654.0,694.1,1311.4,864.1,300.0,300.0,300.0,0.0,0.0,300.0,300.0,241.3,124.5,0.0,0.0,300.0,1,1,3.0,"Judges' decision — damage 346 vs 409 (15.3% margin) · pieces 10/11 vs 10/11 — decided on damage"
P_E1,mauler,Veteran,afk,2,Draw,90.3,227.1,222.3,10,11,10,11,1654.0,694.1,1311.4,864.1,300.0,300.0,300.0,0.0,0.0,300.0,300.0,244.6,132.2,0.0,0.0,300.0,1,1,3.0,"Judges' decision — damage 227 vs 222 (2.1% margin) · pieces 10/11 vs 10/11 — too close to call; scored a draw"
P_E1,mauler,Veteran,afk,3,Draw,90.3,231.8,223.7,10,11,10,11,1654.0,694.1,1311.4,864.1,300.0,300.0,300.0,0.0,0.0,300.0,300.0,241.1,116.8,0.0,0.0,300.0,1,1,3.0,"Judges' decision — damage 232 vs 224 (3.5% margin) · pieces 10/11 vs 10/11 — too close to call; scored a draw"
P_E1,mauler,Veteran,afk,4,Draw,90.3,287.6,286.1,10,11,10,11,1654.0,694.1,1311.4,864.1,300.0,300.0,300.0,0.0,0.0,300.0,300.0,245.2,123.8,0.0,0.0,300.0,1,1,3.0,"Judges' decision — damage 288 vs 286 (0.5% margin) · pieces 10/11 vs 10/11 — too close to call; scored a draw"
P_E1,mauler,Veteran,charge,0,PlayerLoss,64.8,85.9,81.4,10,11,10,11,1654.0,694.1,1311.4,864.1,300.0,128.1,0.0,11.9,0.0,300.0,300.0,244.8,183.5,0.0,0.0,300.0,1,1,3.0,"Counted out — out of power — all 300 kJ spent in 55 s; carry more battery; or spend less on driving and spinning"
P_E1,mauler,Veteran,charge,1,PlayerLoss,64.8,80.2,122.1,10,11,10,11,1654.0,694.1,1311.4,864.1,300.0,128.1,0.0,11.8,0.0,300.0,300.0,246.9,181.1,0.0,0.0,300.0,1,1,3.0,"Counted out — out of power — all 300 kJ spent in 55 s; carry more battery; or spend less on driving and spinning"
P_E1,mauler,Veteran,charge,2,PlayerLoss,78.3,75.2,69.0,10,11,10,11,1654.0,694.1,1311.4,864.1,300.0,129.9,0.0,25.3,0.0,300.0,300.0,244.6,154.5,0.0,0.0,300.0,1,1,3.0,"Counted out — out of power — all 300 kJ spent in 68 s; carry more battery; or spend less on driving and spinning"
P_E1,mauler,Veteran,charge,3,PlayerLoss,71.4,306.5,300.0,9,11,7,11,1654.0,694.1,1311.4,864.1,300.0,38.8,0.0,34.1,0.0,60.0,300.0,244.0,166.8,0.0,0.0,300.0,1,1,3.0,"Counted out — out of power — 240 kJ of its 300 kJ pack was torn off the chassis; and what was left ran dry after 61 s"
P_E1,mauler,Veteran,charge,4,PlayerLoss,64.8,124.9,150.2,10,11,10,11,1654.0,694.1,1311.4,864.1,300.0,129.9,0.0,11.8,0.0,300.0,300.0,244.4,175.2,0.0,0.0,300.0,1,1,3.0,"Counted out — out of power — all 300 kJ spent in 55 s; carry more battery; or spend less on driving and spinning"
# DONE
